Autor,Posts,Date,content
"
lct","22,167 posts",11/02/2021 05:37  PM,"



		6 minutes ago, Kim Dahl said:
	


			If Leica wanted to make a small FF camera with a +47 MP sensor then the small Tl lenses would fit.  Then I would be happy.  Then I could use it for my M lenses too.  So …🤞🏻🤞🏻🤞🏻




	Yes but with no auto zoom for your M lenses and a jack of all trade sensor. Hence soft corners in FF mode with lenses like M 21/3.4 asph and 28/2 at fast apertures. MATE and WATE would do better but f/4 only...


Edited Tuesday at 05:38  PM by lct

"
"
Kim Dahl",196 posts,11/02/2021 05:43  PM,"



		4 minutes ago, lct said:
	


			Yes but with no auto zoom for your M lenses and a jack of all trade sensor. Hence soft corners in FF mode with lenses like M 21/3.4 asph and 28/2 at fast apertures. MATE and WATE would do better but f/4 only...
		



	Yes, you are right there are some disadvantages.


	Therefore, the CL is best for Tl lenses.  But if the alternative was that I had to lug around a heavy SL2, then this is better.  It's a compromise ☺️

"
"
Artin","1,624 posts",11/02/2021 09:58  PM,"



		9 hours ago, lct said:
	


			Fortunately not . Suffice it to enter the focal length in a menu, at least on my Sony. Should work the same on your Panasonic i guess but i have no experience with it. Now i would prefer a mirrorless camera with an M mount and 6-bit coding of course but when i see some conservative reactions here i suspect it won't happen before long, at Leica at least. 




	I really have no Idea why Leica listens to Us .. and by meaning Us I mean us old farts stuck in the dinosaur age .. which I am including myself so before everyone gets their shorts in a knot.. every other major German company that I know .. well mostly their automotive companies like VW. Audi. And Benz .. all have products specifically aimed at the younger market.. they attract the new customer base to sustain the future of their product.  Not Leica keep the old farts happy and sell them special editions when they cash in the Baby Boomer inheritance. 

"
"
SrMi","1,853 posts",11/02/2021 10:01  PM,"



		2 minutes ago, Artin said:
	


			I really have no Idea why Leica listens to Us .. and by meaning Us I mean us old farts stuck in the dinosaur age .. which I am including myself so before everyone gets their shorts in a knot.. every other major German company that I know .. well mostly their automotive companies like VW. Audi. And Benz .. all have products specifically aimed at the younger market.. they attract the new customer base to sustain the future of their product.  Not Leica keep the old farts happy and sell them special editions when they cash in the Baby Boomer inheritance. 
		



	Are you suggesting that M11 should launch with built-in TikTok support?

"
"
Artin","1,624 posts",11/02/2021 10:06  PM,"

Advertisement (gone after registration)



 


		8 minutes ago, SrMi said:
	


			Are you suggesting that M11 should launch with built-in TikTok support?
		



	Yup tic tok Instagram , Facebook and all. As long as they make it another 4mm thinner  all good 


Edited Tuesday at 10:10  PM by Artin

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
stephan54","1,771 posts",11/02/2021 10:25  PM,"


	Or keep the traditional M for old farts stuck in the dinosaur age, and have the Tiktok generation play with the other models.


	It feels to me a bit like change for the sake of change.

"
"
Kwesi",816 posts,11/03/2021 02:01  PM,"



		15 hours ago, Artin said:
	


			I really have no Idea why Leica listens to Us .. and by meaning Us I mean us old farts stuck in the dinosaur age .. which I am including myself so before everyone gets their shorts in a knot.. every other major German company that I know .. well mostly their automotive companies like VW. Audi. And Benz .. all have products specifically aimed at the younger market.. they attract the new customer base to sustain the future of their product.  Not Leica keep the old farts happy and sell them special editions when they cash in the Baby Boomer inheritance. 
		



	I think they listen to us because we've demonstrated that we are willing to buy the M system regardless of cost. The M11 will most likely break the $10k barrier. I doubt that will adversely effect anyone on this forum's decision to buy one.

"
"
M8X2",21 posts,11/03/2021 02:14  PM,"


	I attended a recent event at Wetzlar with Peter Karbe, and the old farts (your words, not mine) actually dominated the room. I, being of median age, was amongst the youngest in the audience. The old farts were singing the same thousands of years old song of the loss of culture of our youth and how everything is bad today and will be worse tomorrow. This topic is so boring and, notably, factually wrong. Never before have average people had as many opportunities to create as these days. Never has there be more media consumption, media creation and media savvyness. YouTube, Instagram, TikTok, they all require decent image capturing gear and the younger ones are actually very interested in good quality equipment. The problem is that their needs are different than what are Leica‘s core competencies. The TikTok generation needs excellent video capabilities, image stabilization, speed etc.. They are also willing to pay decent money for decent gear, for what THEY find appealing.


	Other morituri in the field have arisen from the dead bed because they realized that. To serve those customers or not is a strategic decision every company has to make. There are many examples of industries mostly disappearing because they refused to listen to the customer‘s needs. Well, you get what you deserve.


	Coming back to the topic, I still would like to see a camera as suggested by the TS.

"
"
balint",4 posts,11/03/2021 03:31  PM,"


	Perhaps I'm an outlier, but as a (relatively) young person, I appreciate the direction that Leica has taken with the M. True, I sold my M10 last year for an SL2-S, but that was in anticipation of the M11 - and I will continue to buy digital Leica Ms over any other variant in the future. I also have an MP that I've been using more than the SL2-S. I prefer the form factor, the feel, and the design of the M.


	I like the idea of an M with a digital viewfinder and think it would sell like hotcakes (if done correctly). Practically, it would eliminate the issues we have with rangefinder adjustment and focusing, which is especially problematic for shooting fast lenses wide open.


	On the other hand, I also really love having an optical viewfinder. It isn't just for nostalgic reasons since I enjoy composing through the viewfinder that way and there are also battery savings. If I don't want to shoot wide open, especially for street or venturing out, I much prefer the optical viewfinder.


	I think this is exactly why so many are pining for the upgraded electronic viewfinder attachment. An M11 with an upgraded attachment would probably scratch the itch for 80% of folks out there.


	Finally, if you check out instagram or various other photo sites, you'll see plenty of younger folks with Leicas. The issue is really one of cost moreso than an interest in the latest features. Millennials/Zoomers are not as rich as the older generations, but I'm sure they would HAPPILY take Leica donations. 😉 

"
"
mujk",307 posts,11/03/2021 03:31  PM,"



		17 hours ago, Artin said:
	


			I really have no Idea why Leica listens to Us .. and by meaning Us I mean us old farts stuck in the dinosaur age .. which I am including myself so before everyone gets their shorts in a knot.. every other major German company that I know .. well mostly their automotive companies like VW. Audi. And Benz .. all have products specifically aimed at the younger market.. they attract the new customer base to sustain the future of their product.  Not Leica keep the old farts happy and sell them special editions when they cash in the Baby Boomer inheritance. 
		



	Maybe Leica was thinking the same back in the early 60s and decided that there was no future for the M line, because soon only old farts would buy them. Then they decided to put most of thir efforts into developing SLRs, which was what young people would like to buy (and actually did buy, but maybe not the expensive Leica ones) and nearly terminated the M line.


	Now all the old farts of the 60s are gone, but for some odd reason some still buy Leica M cameras. Maybe the young photographers of the 60s and 70s who, like me, never would have purchased an M camera back then, now have found them and also have the money to buy? 

"
"
charlesphoto99","1,823 posts",11/03/2021 03:40  PM,"


	Morning ramble:


	For 90% of the population, the two best cameras on the market are the iPhone 13 Pro and Pixel 6 Pro. They just are, and will take care of a great portion of what most people want/need to do with a camera, and do it very well. In fact more often then not I think the average person, even 'photo enthusiasts,' are hampered by traditional camera vs phone cameras. If one can't take a decent pic with the new crop of phones, forget about it with a traditional camera.  I often see amateur pics that look stale and hobbled and poorly framed despite there being $15k work of camera behind it. M's are not an easy beast to use, or at least use fluidly, without years of practice. Beautiful objects, pleasing to hold and handle and look at, which for most might be enough. The ""Tik Tok Generation"" doesn't have years. People are also now addicted or used to ease and an all-in-one ethos. Perhaps why the Q series has done so well.


	For me the M's are liberating in a way sir or evf cameras somehow always felt limiting, or as if I was too tethered to. And I think that comes down to the fact one isn't actually seeing what is being made by the camera, so it's easier for me to be looser with an M, and tear myself away from the viewfinder. I would say for a good 60% of my (people and active) shots I'm not looking through the viewfinder at all, or just partially - just a quick confirmation of focus and then off to find new angles and concentrate on the moment. I love the sprinkle of randomness the M's give, and the fact that I can take the photo no matter what. I always used my Nikon's primarily in full manual mode as well expect for special circumstances or lenses (and then it's hallelujah for auto focus etc). 


	So yeah, the M will always be a niche market, and consequently why one constantly sees so many on the used market (impressive and lustworthy in the store; perhaps not so much in real world use for many). But the M is also Leica's legacy, and it's what sets it apart from other camera companies, no matter what else they put out. So I don't see a M mash up in the cards. It would be something else entirely and stand alone, and sink or swim on its own merits. 

"
"
Artin","1,624 posts",11/03/2021 05:12  PM,"



		1 hour ago, mujk said:
	


			Maybe Leica was thinking the same back in the early 60s and decided that there was no future for the M line, because soon only old farts would buy them. Then they decided to put most of thir efforts into developing SLRs, which was what young people would like to buy (and actually did buy, but maybe not the expensive Leica ones) and nearly terminated the M line.
		

			Now all the old farts of the 60s are gone, but for some odd reason some still buy Leica M cameras. Maybe the young photographers of the 60s and 70s who, like me, never would have purchased an M camera back then, now have found them and also have the money to buy? 
		



	you are absolutely right Lion share of Leica buyers today are between 50 -65 ... my kids who are the 28-35 group laugh at me at the cost of what I am spending on photo equipment 


	they are only interested in what comes out of the Smart phone. you see it on travel and Cruzes. hardly anyone carries a Camera 

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
Tailwagger","2,105 posts",11/03/2021 07:07  PM,"



		1 hour ago, Artin said:
	


			you are absolutely right Lion share of Leica buyers today are between 50 -65 ... my kids who are the 28-35 group laugh at me at the cost of what I am spending on photo equipment 
		

			they are only interested in what comes out of the Smart phone. you see it on travel and Cruzes. hardly anyone carries a Camera 
		



	A cell phone camera is an immature product designed to appeal to immature people. The M, OTOH, is a mature product designed to appeal to mature people who can't help but act immaturely.  Give the kids time, they'll get it someday. 

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
steve 1959",804 posts,11/03/2021 10:13  PM,"



		4 hours ago, Artin said:
	


			you are absolutely right Lion share of Leica buyers today are between 50 -65 ... my kids who are the 28-35 group laugh at me at the cost of what I am spending on photo equipment 
		

			they are only interested in what comes out of the Smart phone. you see it on travel and Cruzes. hardly anyone carries a Camera 
		



	I think your underestimating young people/photographers ,i am always out and about with my leica m262 and often bump into young photographers with big canon kits or even olympus epl-7 discontinued cameras but they often recognise my camera type and avidly discuss both my camera and theirs.


	The know how and awareness of many 20-30 year old photographers i meet is impressive and they are mostly very savvy and aware of the camera market and many are genuinely interested in the camera i have  with me ,just as i am with their gear.


	Some of us older photographers love the simplicity of the leica m but the very same thing applies to many younger people on my view.


	Personally i  believe a very simple rangefinder camera appeals to a decent number of young people and leica know it.

"
"
ivohula",48 posts,11/04/2021 06:20  PM,"


	As I have said on this forum several times, we love the form factor of the M line cameras. BUT, it is useless to prefer a form factor that yields unsharp images. I would go as far as saying it is embarrassing   to produce soft images. Hence, a camera with an M footprint, a 6 million dot evf and IBIS would outsell a rangefinder 10 x over. Then I have been told ditching the rangefinder for an EVF would make the camera cheaper to manufacture. Let the marketplace decide, Leica.


	I know several professional photographers who, like me like to use their Ms for casual photography. We love the size and feel of the M camera and lenses. But as we get older, our hands shake, our eyes are loosing acuity and we need aids. It is time to make this step.


	And remember, when i was born, TTL light metering did not exist. Now, it is expected. And who has never set their shutter speed dial on their M body to ""A""?  

"
"
adan","10,765 posts",11/04/2021 07:43  PM,"


	Ennnh. I'm 67+, suffering from glaucoma, macular degeneration, emergent cataracts, and rapidly-shifting optical prescriptions (due to the meds required for the first).


	Nevertheless, I can still focus a 135 f/4 and a 75mm f/1.4 consistently and sharply with the Leica(M10) rangefinder. Without embarassment (except when *I* screw up - which isn't the fault of the camera  ).


	A little incipent primary tremor is the least of my problems, since I don't photograph ""dead, motionless"" stuff, but living, moving people. Where IBIS is no help at all. Only 1/500th sec.


	In any event, a camera system is measured by the best pictures ever made with it.


	Not by how well it coddles the less-than-competent (which believe me, includes many people half our ages, and for many reasons other than physical problems.)

"
"
Matlock","1,024 posts",11/04/2021 07:54  PM,"



		9 minutes ago, adan said:
	


			Ennnh. I'm 67+, suffering from glaucoma, macular degeneration, emergent cataracts, and rapidly-shifting optical prescriptions (due to the meds required for the first).
		

			Nevertheless, I can still focus a 135 f/4 and a 75mm f/1.4 consistently and sharply with the Leica(M10) rangefinder. Without embarassment (except when *I* screw up - which isn't the fault of the camera  ).
		

			A little incipent primary tremor is the least of my problems, since I don't photograph ""dead, motionless"" stuff, but living, moving people. Where IBIS is no help at all. Only 1/500th sec.
		

			In any event, a camera system is measured by the best pictures ever made with it.
		

			Not by how well it coddles the less-than-competent (which believe me, includes many people half our ages, and for many reasons other than physical problems.)
		



	Oh so true, but then, as they say, a bad workman always blames his tools. 🙄

"
"
IkarusJohn","10,120 posts",11/04/2021 08:12  PM,"



		29 minutes ago, adan said:
	


			Ennnh. I'm 67+, suffering from glaucoma, macular degeneration, emergent cataracts, and rapidly-shifting optical prescriptions (due to the meds required for the first).
		

			Nevertheless, I can still focus a 135 f/4 and a 75mm f/1.4 consistently and sharply with the Leica(M10) rangefinder. Without embarassment (except when *I* screw up - which isn't the fault of the camera  ).
		

			A little incipent primary tremor is the least of my problems, since I don't photograph ""dead, motionless"" stuff, but living, moving people. Where IBIS is no help at all. Only 1/500th sec.
		

			In any event, a camera system is measured by the best pictures ever made with it.
		

			Not by how well it coddles the less-than-competent (which believe me, includes many people half our ages, and for many reasons other than physical problems.)
		



	It’s worth doing the cataracts - quick and simple operation with remarkable results …

"
"
charlesphoto99","1,823 posts",11/04/2021 09:35  PM,"

Advertisement (gone after registration)



 


		3 hours ago, ivohula said:
	


			As I have said on this forum several times, we love the form factor of the M line cameras. BUT, it is useless to prefer a form factor that yields unsharp images. I would go as far as saying it is embarrassing   to produce soft images. Hence, a camera with an M footprint, a 6 million dot evf and IBIS would outsell a rangefinder 10 x over. Then I have been told ditching the rangefinder for an EVF would make the camera cheaper to manufacture. Let the marketplace decide, Leica.
		

			I know several professional photographers who, like me like to use their Ms for casual photography. We love the size and feel of the M camera and lenses. But as we get older, our hands shake, our eyes are loosing acuity and we need aids. It is time to make this step.
		

			And remember, when i was born, TTL light metering did not exist. Now, it is expected. And who has never set their shutter speed dial on their M body to ""A""?  
		



	So they need to make the M-CS (Cranky Senior) model? 


	Ok, just kidding. They could certainly use some ergonomic improvement, but the rf isn't one of them, and I'd be on the fence about IBIS depending on how it's implemented. Really starting to move away from the M 'purity' ethos here. Of course without adding some bells and whistles Leica has kind of backed themselves into a corner with the M line.  But if one goes back and looks at the classic pictures taken by Leica's the most important ones in history. Sharpness isn't the end all be all. In fact many of the photos would have suffered from being so called 'perfect.' Or if you want absolute clarity, you may need to slow down and experiment using a tripod, or perhaps a bigger sensor camera.  

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
adan","10,765 posts",11/05/2021 12:35  AM,"



		4 hours ago, IkarusJohn said:
	


			It’s worth doing the cataracts - quick and simple operation with remarkable results …
		



	I'm certain it is - I'm certain I will.


	But after 5 years of almost-constant habitation in emergency rooms, hospital rooms, surgical waiting rooms, ICUs, rehab centers, and nursing homes, dealing with a failing parent, and a wife's falls, and a minor outpatient procedure of my own (not to mention the pandemic), I have promised myself at least a 18-month vacation from any medical institutions, before going under the knife or laser or whatever.


Edited 18 hours ago by adan

"
"
Tailwagger","2,105 posts",11/05/2021 03:36  PM,"



		16 hours ago, charlesphoto99 said:
	


			Really starting to move away from the M 'purity' ethos here. 
		



	Personally, I've concluded that this is exactly... in certain dimensions... what they should do. Outside of pricing, minimalist size and layout, I see little benefit in starting with an M, subbing in an EVF for the RF and calling it a day.  The idea, as I've suggested previously, is to reimagine an MF only camera in the context of modern mirrorless technology.  The M mount, while not ideal, is the jumping off point due to its ubiquity. One could even imagine a backward compatible M+ mount with electrical contacts to enable future development of new/updated versions of existing M lenses.

"
"
mujk",307 posts,11/05/2021 03:42  PM,"


	If we think that Leica should branch the current line of digital M cameras into an EVF branch and an OVF/RF branch, both with a native M mount, do we think Leica would be able to maintain both branches also in the future? Or would they eventually be forced to terminate either branch (or, in the worst case both) because of excessive development costs and too few customers for that branch?

"
"
SrMi","1,853 posts",11/05/2021 04:09  PM,"



		30 minutes ago, Tailwagger said:
	


			Personally, I've concluded that this is exactly... in certain dimensions... what they should do. Outside of pricing, minimalist size and layout, I see little benefit in starting with an M, subbing in an EVF for the RF and calling it a day.  The idea, as I've suggested previously, is to reimagine an MF only camera in the context of modern mirrorless technology.  The M mount, while not ideal, is the jumping off point due to its ubiquity. One could even imagine a backward compatible M+ mount with electrical contacts to enable future development of new/updated versions of existing M lenses.
		



	An MF only camera using EVF needs auto-aperture-stop-down to allow quick focusing. That is not possible with M lenses.

"
"
Tailwagger","2,105 posts",11/05/2021 04:12  PM,"



		1 minute ago, SrMi said:
	


			An MF only camera using EVF needs auto-aperture-stop-down to allow quick focusing. That is not possible with M lenses.
		



	Existing M lenses. Which is why I specifically mentioned, ""a backward compatible M+ mount with electrical contacts to enable future development of new/updated versions of existing M lenses""

"
"
ianman","7,949 posts",11/05/2021 04:14  PM,"

Advertisement (gone after registration)



 


		18 hours ago, charlesphoto99 said:
	


			Or if you want absolute clarity, you may need to slow down and experiment using a tripod, or perhaps a bigger sensor camera.  
		



	In a different thread not so long ago someone wrote: ""The problem with the whole ""maybe you should use something else' type of comment is that it comes off as the pinnacle of mansplaining."" 

	Just kidding, but you are right, they have backed themselves into a corner with the M, it's not new either. The thing is, a lot of people enjoy using it as it is and accept that it's not a state of the art image making machine. I think they would be making a big mistake trying to add features that just don't belong on this type of camera. Video support is an example. Part of the skill of a photographer is knowing her/his equipement including it's disatvantages as well as it's strong points. I think that in general M users have a certain attachement to the format and their gear, sometimes it's hard to face the facts of life and we will all suffer from diminishing eye sight at some time. Nudging users who are dissapointed with the M or are just unable to use it for whatever reason is simply pointing out that there may be other options better suited to them.

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
jankap","2,230 posts",11/05/2021 04:25  PM,"



		16 hours ago, adan said:
	


			I'm certain it is - I'm certain I will.
		



	I am very happy with the cataract surgery. But I have 2 specs now and a somewhat dry eye. One pair of specs for the close distance is necessary and an optimized pair for a still better view in the distance. My wife has worse complications (dry eyes, flashes), but the view is better. 


	My age was 76 in 2014. In between the surgery of the eyes (1 year) the world was colored (yellowbrown) somewhat. Jim Kasson has measured the color cast in his case, I have forgotten to do this.


Edited 2 hours ago by jankap

"
"
pgk","11,617 posts",11/05/2021 05:46  PM,"



		2 hours ago, Tailwagger said:
	


			One could even imagine a backward compatible M+ mount with electrical contacts to enable future development of new/updated versions of existing M lenses.
		



	Imagining something like this is as far as it will go. To fit contacts would take up room. This would limit any new lenses in many ways. The solution would be to make such a camera with a larger diameter bayonet mount and then provide an M adapter. Now wait a minute, why didn't Leica think of that (🤔), or did they (🙃)?

"
"
Pixeleater",149 posts,11/05/2021 05:54  PM,"


	The one change that I want for M is a built-in adjustable diopter. That would be sweet and could probably be done with minimal form factor modification.

"
"
mujk",307 posts,11/05/2021 06:09  PM,"



		1 hour ago, Tailwagger said:
	


			Existing M lenses. Which is why I specifically mentioned, ""a backward compatible M+ mount with electrical contacts to enable future development of new/updated versions of existing M lenses""




	I like this idea. It would not necessarily mean AF lenses, but could as long as the compact size is maintained.

"
"
Tailwagger","2,105 posts",11/05/2021 06:09  PM,"



		9 minutes ago, pgk said:
	


			Imagining something like this is as far as it will go. To fit contacts would take up room. This would limit any new lenses in many ways. The solution would be to make such a camera with a larger diameter bayonet mount and then provide an M adapter. Now wait a minute, why didn't Leica think of that (🤔), or did they (🙃)?
		



	There is plenty of room there already on the mount, just as there was for the 6 bits. Might it require something a little more mechanically sophisticated to avoid excessive contact wear, but I'd wager they could figure it out. 

"
"
Tailwagger","2,105 posts",11/05/2021 06:11  PM,"



		2 hours ago, mujk said:
	


			... would they eventually be forced to terminate either branch (or, in the worst case both) because of excessive development costs and too few customers for that branch?
		



	Possibly, but one has to wonder the opposite. Can the existing M offerings, lenses and all, survive a serious global economic downturn given the current and suspected future pricing levels? Leveraging M software, hardware and optics in support of a lower cost platform might help save the RF version rather than kill it.  

"
"
mujk",307 posts,11/05/2021 06:25  PM,"



		23 minutes ago, Tailwagger said:
	


			Possibly, but one has to wonder the opposite. Can the existing M offerings, lenses and all, survive a serious global economic downturn given the current and suspected future pricing levels? Leveraging M software, hardware and optics in support of a lower cost platform might help save the RF version rather than kill it.  
		



	I think it would depend on how close the two would be from a technical perspective. For example, if Leica managed to make a hybrid evf/ovf camera, they could possibly make a lower cost evf-only version without that many modifications. Like the M1 and MD where there were more or less just parts left out, or to some degree the M10-D.


	My point was that if the two were too different designs it might become too expensive to maintain both. And all digital designs need to be at least ""refreshed"" from time to time because components, particularly sensors, become unavailable fairly quickly. A completely different case to maintain production capability for e.g. a film MP


Edited 46 minutes ago by mujk

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
pgk","11,617 posts",11/05/2021 06:45  PM,"



		34 minutes ago, Tailwagger said:
	


			There is plenty of room there already on the mount, just as there was for the 6 bits. Might it require something a little more mechanically sophisticated to avoid excessive contact wear, but I'd wager they could figure it out. 
		



	I'd wager that they can't and won't. No other maker has fitted electronic contacts where the 6-bit coding is. There is a very good reason.

"
"
Advertisement
",,,"

						Hallo,
					


Look here: Leica M

"
"
Pyrogallol","1,784 posts",11/05/2021 06:46  PM,"



		49 minutes ago, Pixeleater said:
	


			The one change that I want for M is a built-in adjustable diopter. That would be sweet and could probably be done with minimal form factor modification.
		



	The eyesight adjuster was standard in the mid 1930’s and a factory upgrade for earlier cameras.

"
"
mujk",307 posts,11/05/2021 07:08  PM,"



		16 minutes ago, pgk said:
	


			I'd wager that they can't and won't. No other maker has fitted electronic contacts where the 6-bit coding is. There is a very good reason.
		



	Yes, the 6-bit coding is really close to the edge, so it could be a bit tight. But the real challenge would probably be to get anything new to fit into the lens barrel, even if the mechanical rangefinder coupling was removed. So a Summicron-M+ might be the size of a Noctilux-M... 

"
